# Serializing assets/vocabularies/languages/latest/languages.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/language
# title: Language
# version: 20210929-0
# description: Language
key,url,deprecated,valid_until,valid_from,country_code,label_en,label_it
CCM,http://publications.europa.eu/resource/authority/language/CCM,false,,1950-05-09,CCM,,
CCO,http://publications.europa.eu/resource/authority/language/CCO,false,,1950-05-09,CCO,,
CCP,http://publications.europa.eu/resource/authority/language/CCP,false,,1950-05-09,CCP,,
CCQ,http://publications.europa.eu/resource/authority/language/CCQ,false,,1950-05-09,CCQ,,
CCR,http://publications.europa.eu/resource/authority/language/CCR,false,,1950-05-09,CCR,,
CDA,http://publications.europa.eu/resource/authority/language/CDA,false,,1950-05-09,CDA,,
CDE,http://publications.europa.eu/resource/authority/language/CDE,false,,1950-05-09,CDE,,
CDF,http://publications.europa.eu/resource/authority/language/CDF,false,,1950-05-09,CDF,,
CDG,http://publications.europa.eu/resource/authority/language/CDG,false,,1950-05-09,CDG,,
CDH,http://publications.europa.eu/resource/authority/language/CDH,false,,1950-05-09,CDH,,
CDI,http://publications.europa.eu/resource/authority/language/CDI,false,,1950-05-09,CDI,,
CDJ,http://publications.europa.eu/resource/authority/language/CDJ,false,,1950-05-09,CDJ,,
CDM,http://publications.europa.eu/resource/authority/language/CDM,false,,1950-05-09,CDM,,
CDN,http://publications.europa.eu/resource/authority/language/CDN,false,,1950-05-09,CDN,,
CDO,http://publications.europa.eu/resource/authority/language/CDO,false,,1950-05-09,CDO,,
CDR,http://publications.europa.eu/resource/authority/language/CDR,false,,1950-05-09,CDR,,
CDS,http://publications.europa.eu/resource/authority/language/CDS,false,,1950-05-09,CDS,Chadian Sign Language,lingua dei segni del Ciad
CDY,http://publications.europa.eu/resource/authority/language/CDY,false,,1950-05-09,CDY,,
CDZ,http://publications.europa.eu/resource/authority/language/CDZ,false,,1950-05-09,CDZ,,
CEA,http://publications.europa.eu/resource/authority/language/CEA,false,,1950-05-09,CEA,,
CEB,http://publications.europa.eu/resource/authority/language/CEB,false,,1950-05-09,CEB,,
CEG,http://publications.europa.eu/resource/authority/language/CEG,false,,1950-05-09,CEG,,
CEL,http://publications.europa.eu/resource/authority/language/CEL,false,,1950-05-09,CEL,Celtic languages,
CEN,http://publications.europa.eu/resource/authority/language/CEN,false,,1950-05-09,CEN,,
CES,http://publications.europa.eu/resource/authority/language/CES,false,,1950-05-09,CES,Czech,ceco
CET,http://publications.europa.eu/resource/authority/language/CET,false,,1950-05-09,CET,,
CFA,http://publications.europa.eu/resource/authority/language/CFA,false,,1950-05-09,CFA,,
CFD,http://publications.europa.eu/resource/authority/language/CFD,false,,1950-05-09,CFD,,
CFG,http://publications.europa.eu/resource/authority/language/CFG,false,,1950-05-09,CFG,,
CFM,http://publications.europa.eu/resource/authority/language/CFM,false,,1950-05-09,CFM,,
CGA,http://publications.europa.eu/resource/authority/language/CGA,false,,1950-05-09,CGA,,
CGC,http://publications.europa.eu/resource/authority/language/CGC,false,,1950-05-09,CGC,,
CGG,http://publications.europa.eu/resource/authority/language/CGG,false,,1950-05-09,CGG,,
CGK,http://publications.europa.eu/resource/authority/language/CGK,false,,1950-05-09,CGK,,
CHA,http://publications.europa.eu/resource/authority/language/CHA,false,,1950-05-09,CHA,Chamorro,chamorro
CHB,http://publications.europa.eu/resource/authority/language/CHB,false,,1950-05-09,CHB,,
CHC,http://publications.europa.eu/resource/authority/language/CHC,false,,1950-05-09,CHC,,
CHD,http://publications.europa.eu/resource/authority/language/CHD,false,,1950-05-09,CHD,,
CHE,http://publications.europa.eu/resource/authority/language/CHE,false,,1950-05-09,CHE,,
CHF,http://publications.europa.eu/resource/authority/language/CHF,false,,1950-05-09,CHF,,
CHG,http://publications.europa.eu/resource/authority/language/CHG,false,,1950-05-09,CHG,,
CHH,http://publications.europa.eu/resource/authority/language/CHH,false,,1950-05-09,CHH,,
CHJ,http://publications.europa.eu/resource/authority/language/CHJ,false,,1950-05-09,CHJ,,
CHK,http://publications.europa.eu/resource/authority/language/CHK,false,,1950-05-09,CHK,,
CHL,http://publications.europa.eu/resource/authority/language/CHL,false,,1950-05-09,CHL,,
CHM,http://publications.europa.eu/resource/authority/language/CHM,false,,1950-05-09,CHM,,
CHN,http://publications.europa.eu/resource/authority/language/CHN,false,,1950-05-09,CHN,Chinook jargon,
CHO,http://publications.europa.eu/resource/authority/language/CHO,false,,1950-05-09,CHO,,
CHP,http://publications.europa.eu/resource/authority/language/CHP,false,,1950-05-09,CHP,,
CHQ,http://publications.europa.eu/resource/authority/language/CHQ,false,,1950-05-09,CHQ,,
CHR,http://publications.europa.eu/resource/authority/language/CHR,false,,1950-05-09,CHR,,
CHT,http://publications.europa.eu/resource/authority/language/CHT,false,,1950-05-09,CHT,,
CHU,http://publications.europa.eu/resource/authority/language/CHU,false,,1950-05-09,CHU,,
CHV,http://publications.europa.eu/resource/authority/language/CHV,false,,1950-05-09,CHV,,
CHW,http://publications.europa.eu/resource/authority/language/CHW,false,,1950-05-09,CHW,,
CHX,http://publications.europa.eu/resource/authority/language/CHX,false,,1950-05-09,CHX,,
CHY,http://publications.europa.eu/resource/authority/language/CHY,false,,1950-05-09,CHY,,
CHZ,http://publications.europa.eu/resource/authority/language/CHZ,false,,1950-05-09,CHZ,,
CIA,http://publications.europa.eu/resource/authority/language/CIA,false,,1950-05-09,CIA,,
CIB,http://publications.europa.eu/resource/authority/language/CIB,false,,1950-05-09,CIB,,
CIC,http://publications.europa.eu/resource/authority/language/CIC,false,,1950-05-09,CIC,,
CID,http://publications.europa.eu/resource/authority/language/CID,false,,1950-05-09,CID,,
CIE,http://publications.europa.eu/resource/authority/language/CIE,false,,1950-05-09,CIE,,
CIH,http://publications.europa.eu/resource/authority/language/CIH,false,,1950-05-09,CIH,,
CIK,http://publications.europa.eu/resource/authority/language/CIK,false,,1950-05-09,CIK,,
CIM,http://publications.europa.eu/resource/authority/language/CIM,false,,1950-05-09,CIM,,
CIN,http://publications.europa.eu/resource/authority/language/CIN,false,,1950-05-09,CIN,,
CIP,http://publications.europa.eu/resource/authority/language/CIP,false,,1950-05-09,CIP,,
CIR,http://publications.europa.eu/resource/authority/language/CIR,false,,1950-05-09,CIR,,
CIW,http://publications.europa.eu/resource/authority/language/CIW,false,,1950-05-09,CIW,,
CIY,http://publications.europa.eu/resource/authority/language/CIY,false,,1950-05-09,CIY,,
CJA,http://publications.europa.eu/resource/authority/language/CJA,false,,1950-05-09,CJA,,
CJE,http://publications.europa.eu/resource/authority/language/CJE,false,,1950-05-09,CJE,,
CJH,http://publications.europa.eu/resource/authority/language/CJH,false,,1950-05-09,CJH,,
CJI,http://publications.europa.eu/resource/authority/language/CJI,false,,1950-05-09,CJI,,
CJK,http://publications.europa.eu/resource/authority/language/CJK,false,,1950-05-09,CJK,,
CJM,http://publications.europa.eu/resource/authority/language/CJM,false,,1950-05-09,CJM,,
CJN,http://publications.europa.eu/resource/authority/language/CJN,false,,1950-05-09,CJN,,
CJO,http://publications.europa.eu/resource/authority/language/CJO,false,,1950-05-09,CJO,,
CJP,http://publications.europa.eu/resource/authority/language/CJP,false,,1950-05-09,CJP,,
CJR,http://publications.europa.eu/resource/authority/language/CJR,false,,1950-05-09,CJR,,
CJS,http://publications.europa.eu/resource/authority/language/CJS,false,,1950-05-09,CJS,,
CJV,http://publications.europa.eu/resource/authority/language/CJV,false,,1950-05-09,CJV,,
CJY,http://publications.europa.eu/resource/authority/language/CJY,false,,1950-05-09,CJY,,
CKA,http://publications.europa.eu/resource/authority/language/CKA,false,,1950-05-09,CKA,,
CKB,http://publications.europa.eu/resource/authority/language/CKB,false,,1950-05-09,CKB,Central Kurdish,soranî
CKH,http://publications.europa.eu/resource/authority/language/CKH,false,,1950-05-09,CKH,,
CKL,http://publications.europa.eu/resource/authority/language/CKL,false,,1950-05-09,CKL,,
CKO,http://publications.europa.eu/resource/authority/language/CKO,false,,1950-05-09,CKO,,
CKQ,http://publications.europa.eu/resource/authority/language/CKQ,false,,1950-05-09,CKQ,,
CKR,http://publications.europa.eu/resource/authority/language/CKR,false,,1950-05-09,CKR,,
CKS,http://publications.europa.eu/resource/authority/language/CKS,false,,1950-05-09,CKS,,
CKT,http://publications.europa.eu/resource/authority/language/CKT,false,,1950-05-09,CKT,,
CKU,http://publications.europa.eu/resource/authority/language/CKU,false,,1950-05-09,CKU,,
CKV,http://publications.europa.eu/resource/authority/language/CKV,false,,1950-05-09,CKV,,
CKX,http://publications.europa.eu/resource/authority/language/CKX,false,,1950-05-09,CKX,,
CKY,http://publications.europa.eu/resource/authority/language/CKY,false,,1950-05-09,CKY,,
CKZ,http://publications.europa.eu/resource/authority/language/CKZ,false,,1950-05-09,CKZ,,
CLA,http://publications.europa.eu/resource/authority/language/CLA,false,,1950-05-09,CLA,,
CLC,http://publications.europa.eu/resource/authority/language/CLC,false,,1950-05-09,CLC,,
CLD,http://publications.europa.eu/resource/authority/language/CLD,false,,1950-05-09,CLD,,
CLE,http://publications.europa.eu/resource/authority/language/CLE,false,,1950-05-09,CLE,,
CLH,http://publications.europa.eu/resource/authority/language/CLH,false,,1950-05-09,CLH,,
CLI,http://publications.europa.eu/resource/authority/language/CLI,false,,1950-05-09,CLI,,
CLK,http://publications.europa.eu/resource/authority/language/CLK,false,,1950-05-09,CLK,,
CLL,http://publications.europa.eu/resource/authority/language/CLL,false,,1950-05-09,CLL,,
CLM,http://publications.europa.eu/resource/authority/language/CLM,false,,1950-05-09,CLM,,
CLO,http://publications.europa.eu/resource/authority/language/CLO,false,,1950-05-09,CLO,,
CLU,http://publications.europa.eu/resource/authority/language/CLU,false,,1950-05-09,CLU,,
CLW,http://publications.europa.eu/resource/authority/language/CLW,false,,1950-05-09,CLW,,
CLY,http://publications.europa.eu/resource/authority/language/CLY,false,,1950-05-09,CLY,,
CMA,http://publications.europa.eu/resource/authority/language/CMA,false,,1950-05-09,CMA,,
CMC,http://publications.europa.eu/resource/authority/language/CMC,false,,1950-05-09,CMC,Chamic languages,
CME,http://publications.europa.eu/resource/authority/language/CME,false,,1950-05-09,CME,,
CMG,http://publications.europa.eu/resource/authority/language/CMG,false,,1950-05-09,CMG,,
CMI,http://publications.europa.eu/resource/authority/language/CMI,false,,1950-05-09,CMI,,
CMK,http://publications.europa.eu/resource/authority/language/CMK,false,,1950-05-09,CMK,,
CML,http://publications.europa.eu/resource/authority/language/CML,false,,1950-05-09,CML,,
CMM,http://publications.europa.eu/resource/authority/language/CMM,false,,1950-05-09,CMM,,
CMN,http://publications.europa.eu/resource/authority/language/CMN,false,,1950-05-09,CMN,Mandarin Chinese,mandarino
CMO,http://publications.europa.eu/resource/authority/language/CMO,false,,1950-05-09,CMO,,
CMR,http://publications.europa.eu/resource/authority/language/CMR,false,,1950-05-09,CMR,,
CMS,http://publications.europa.eu/resource/authority/language/CMS,false,,1950-05-09,CMS,,
CMT,http://publications.europa.eu/resource/authority/language/CMT,false,,1950-05-09,CMT,,
CNA,http://publications.europa.eu/resource/authority/language/CNA,false,,1950-05-09,CNA,,
CNB,http://publications.europa.eu/resource/authority/language/CNB,false,,1950-05-09,CNB,,
CNC,http://publications.europa.eu/resource/authority/language/CNC,false,,1950-05-09,CNC,,
CNG,http://publications.europa.eu/resource/authority/language/CNG,false,,1950-05-09,CNG,,
CNH,http://publications.europa.eu/resource/authority/language/CNH,false,,1950-05-09,CNH,,
CNI,http://publications.europa.eu/resource/authority/language/CNI,false,,1950-05-09,CNI,,
CNK,http://publications.europa.eu/resource/authority/language/CNK,false,,1950-05-09,CNK,,
CNL,http://publications.europa.eu/resource/authority/language/CNL,false,,1950-05-09,CNL,,
CNO,http://publications.europa.eu/resource/authority/language/CNO,false,,1950-05-09,CNO,,
CNR,http://publications.europa.eu/resource/authority/language/CNR,false,,2017-12-08,CNR,Montenegrin,montenegrino
CNS,http://publications.europa.eu/resource/authority/language/CNS,false,,1950-05-09,CNS,,
CNT,http://publications.europa.eu/resource/authority/language/CNT,false,,1950-05-09,CNT,,
CNU,http://publications.europa.eu/resource/authority/language/CNU,false,,1950-05-09,CNU,,
CNW,http://publications.europa.eu/resource/authority/language/CNW,false,,1950-05-09,CNW,,
CNX,http://publications.europa.eu/resource/authority/language/CNX,false,,1950-05-09,CNX,,
COA,http://publications.europa.eu/resource/authority/language/COA,false,,1950-05-09,COA,,
COB,http://publications.europa.eu/resource/authority/language/COB,false,,1950-05-09,COB,,
COC,http://publications.europa.eu/resource/authority/language/COC,false,,1950-05-09,COC,,
COD,http://publications.europa.eu/resource/authority/language/COD,false,,1950-05-09,COD,,
COE,http://publications.europa.eu/resource/authority/language/COE,false,,1950-05-09,COE,,
COF,http://publications.europa.eu/resource/authority/language/COF,false,,1950-05-09,COF,,
COG,http://publications.europa.eu/resource/authority/language/COG,false,,1950-05-09,COG,,
COH,http://publications.europa.eu/resource/authority/language/COH,false,,1950-05-09,COH,,
COJ,http://publications.europa.eu/resource/authority/language/COJ,false,,1950-05-09,COJ,,
COK,http://publications.europa.eu/resource/authority/language/COK,false,,1950-05-09,COK,,
COL,http://publications.europa.eu/resource/authority/language/COL,false,,1950-05-09,COL,,
COM,http://publications.europa.eu/resource/authority/language/COM,false,,1950-05-09,COM,,
CON,http://publications.europa.eu/resource/authority/language/CON,false,,1950-05-09,CON,,
COO,http://publications.europa.eu/resource/authority/language/COO,false,,1950-05-09,COO,,
COP,http://publications.europa.eu/resource/authority/language/COP,false,,1950-05-09,COP,,
COQ,http://publications.europa.eu/resource/authority/language/COQ,false,,1950-05-09,COQ,,
COR,http://publications.europa.eu/resource/authority/language/COR,false,,2000-01-01,COR,Cornish,cornico
COS,http://publications.europa.eu/resource/authority/language/COS,false,,1950-05-09,COS,Corsican,corso
COT,http://publications.europa.eu/resource/authority/language/COT,false,,1950-05-09,COT,,
COU,http://publications.europa.eu/resource/authority/language/COU,false,,1950-05-09,COU,,
COV,http://publications.europa.eu/resource/authority/language/COV,false,,1950-05-09,COV,,
COW,http://publications.europa.eu/resource/authority/language/COW,false,,1950-05-09,COW,,
COX,http://publications.europa.eu/resource/authority/language/COX,false,,1950-05-09,COX,,
COY,http://publications.europa.eu/resource/authority/language/COY,false,,1950-05-09,COY,,
COZ,http://publications.europa.eu/resource/authority/language/COZ,false,,1950-05-09,COZ,,
CPA,http://publications.europa.eu/resource/authority/language/CPA,false,,1950-05-09,CPA,,
CPB,http://publications.europa.eu/resource/authority/language/CPB,false,,1950-05-09,CPB,,
CPC,http://publications.europa.eu/resource/authority/language/CPC,false,,1950-05-09,CPC,,
CPG,http://publications.europa.eu/resource/authority/language/CPG,false,,1950-05-09,CPG,,
CPI,http://publications.europa.eu/resource/authority/language/CPI,false,,1950-05-09,CPI,,
CPN,http://publications.europa.eu/resource/authority/language/CPN,false,,1950-05-09,CPN,,
CPS,http://publications.europa.eu/resource/authority/language/CPS,false,,1950-05-09,CPS,,
CPU,http://publications.europa.eu/resource/authority/language/CPU,false,,1950-05-09,CPU,,
CPX,http://publications.europa.eu/resource/authority/language/CPX,false,,1950-05-09,CPX,,
CPY,http://publications.europa.eu/resource/authority/language/CPY,false,,1950-05-09,CPY,,
CQD,http://publications.europa.eu/resource/authority/language/CQD,false,,1950-05-09,CQD,,
CQU,http://publications.europa.eu/resource/authority/language/CQU,false,,1950-05-09,CQU,,
CRA,http://publications.europa.eu/resource/authority/language/CRA,false,,1950-05-09,CRA,,
CRB,http://publications.europa.eu/resource/authority/language/CRB,false,,1950-05-09,CRB,,
CRC,http://publications.europa.eu/resource/authority/language/CRC,false,,1950-05-09,CRC,,
CRD,http://publications.europa.eu/resource/authority/language/CRD,false,,1950-05-09,CRD,,
CRE,http://publications.europa.eu/resource/authority/language/CRE,false,,1950-05-09,CRE,,
CRF,http://publications.europa.eu/resource/authority/language/CRF,false,,1950-05-09,CRF,,
CRG,http://publications.europa.eu/resource/authority/language/CRG,false,,1950-05-09,CRG,,
CRH,http://publications.europa.eu/resource/authority/language/CRH,false,,1950-05-09,CRH,,
CRI,http://publications.europa.eu/resource/authority/language/CRI,false,,1950-05-09,CRI,,
CRJ,http://publications.europa.eu/resource/authority/language/CRJ,false,,1950-05-09,CRJ,,
CRK,http://publications.europa.eu/resource/authority/language/CRK,false,,1950-05-09,CRK,,
CRL,http://publications.europa.eu/resource/authority/language/CRL,false,,1950-05-09,CRL,,
CRM,http://publications.europa.eu/resource/authority/language/CRM,false,,1950-05-09,CRM,,
CRN,http://publications.europa.eu/resource/authority/language/CRN,false,,1950-05-09,CRN,,
CRO,http://publications.europa.eu/resource/authority/language/CRO,false,,1950-05-09,CRO,,
CRQ,http://publications.europa.eu/resource/authority/language/CRQ,false,,1950-05-09,CRQ,,
CRR,http://publications.europa.eu/resource/authority/language/CRR,false,,1950-05-09,CRR,,
CRS,http://publications.europa.eu/resource/authority/language/CRS,false,,1950-05-09,CRS,Seselwa Creole French,creolo francese seselwa
CRT,http://publications.europa.eu/resource/authority/language/CRT,false,,1950-05-09,CRT,,
CRV,http://publications.europa.eu/resource/authority/language/CRV,false,,1950-05-09,CRV,,
CRW,http://publications.europa.eu/resource/authority/language/CRW,false,,1950-05-09,CRW,,
CRX,http://publications.europa.eu/resource/authority/language/CRX,false,,1950-05-09,CRX,,
CRY,http://publications.europa.eu/resource/authority/language/CRY,false,,1950-05-09,CRY,,
CRZ,http://publications.europa.eu/resource/authority/language/CRZ,false,,1950-05-09,CRZ,,
CSA,http://publications.europa.eu/resource/authority/language/CSA,false,,1950-05-09,CSA,,
CSB,http://publications.europa.eu/resource/authority/language/CSB,false,,1950-05-09,CSB,Kashubian,casciubo
CSC,http://publications.europa.eu/resource/authority/language/CSC,false,,1950-05-09,CSC,Catalan Sign Language,lingua dei segni catalana
CSD,http://publications.europa.eu/resource/authority/language/CSD,false,,1950-05-09,CSD,Chiangmai Sign Language,lingua dei segni di Chiang Mai
CSE,http://publications.europa.eu/resource/authority/language/CSE,false,,1950-05-09,CSE,Czech Sign Language,lingua dei segni ceca
CSF,http://publications.europa.eu/resource/authority/language/CSF,false,,1950-05-09,CSF,Cuban Sign Language,lingua dei segni cubana
CSG,http://publications.europa.eu/resource/authority/language/CSG,false,,1950-05-09,CSG,Chilean Sign Language,lingua dei segni cilena
CSH,http://publications.europa.eu/resource/authority/language/CSH,false,,1950-05-09,CSH,,
CSI,http://publications.europa.eu/resource/authority/language/CSI,false,,1950-05-09,CSI,,
CSK,http://publications.europa.eu/resource/authority/language/CSK,false,,1950-05-09,CSK,,
CSL,http://publications.europa.eu/resource/authority/language/CSL,false,,1950-05-09,CSL,Chinese Sign Language,lingua dei segni cinese
CSM,http://publications.europa.eu/resource/authority/language/CSM,false,,1950-05-09,CSM,,
CSN,http://publications.europa.eu/resource/authority/language/CSN,false,,1950-05-09,CSN,Colombian Sign Language,lingua dei segni colombiana
CSO,http://publications.europa.eu/resource/authority/language/CSO,false,,1950-05-09,CSO,,
CSQ,http://publications.europa.eu/resource/authority/language/CSQ,false,,1950-05-09,CSQ,Croatian Sign Language,lingua dei segni croata
CSR,http://publications.europa.eu/resource/authority/language/CSR,false,,1950-05-09,CSR,Costa Rican Sign Language,lingua dei segni della Costa Rica
CSS,http://publications.europa.eu/resource/authority/language/CSS,false,,1950-05-09,CSS,,
CST,http://publications.europa.eu/resource/authority/language/CST,false,,1950-05-09,CST,,
CSW,http://publications.europa.eu/resource/authority/language/CSW,false,,1950-05-09,CSW,,
CSY,http://publications.europa.eu/resource/authority/language/CSY,false,,1950-05-09,CSY,,
CSZ,http://publications.europa.eu/resource/authority/language/CSZ,false,,1950-05-09,CSZ,,
CTA,http://publications.europa.eu/resource/authority/language/CTA,false,,1950-05-09,CTA,,
CTC,http://publications.europa.eu/resource/authority/language/CTC,false,,1950-05-09,CTC,,
CTD,http://publications.europa.eu/resource/authority/language/CTD,false,,1950-05-09,CTD,,
CTE,http://publications.europa.eu/resource/authority/language/CTE,false,,1950-05-09,CTE,,
CTG,http://publications.europa.eu/resource/authority/language/CTG,false,,1950-05-09,CTG,,
CTL,http://publications.europa.eu/resource/authority/language/CTL,false,,1950-05-09,CTL,,
CTM,http://publications.europa.eu/resource/authority/language/CTM,false,,1950-05-09,CTM,,
CTN,http://publications.europa.eu/resource/authority/language/CTN,false,,1950-05-09,CTN,,
CTO,http://publications.europa.eu/resource/authority/language/CTO,false,,1950-05-09,CTO,,
CTP,http://publications.europa.eu/resource/authority/language/CTP,false,,1950-05-09,CTP,,
CTS,http://publications.europa.eu/resource/authority/language/CTS,false,,1950-05-09,CTS,,
CTT,http://publications.europa.eu/resource/authority/language/CTT,false,,1950-05-09,CTT,,
CTU,http://publications.europa.eu/resource/authority/language/CTU,false,,1950-05-09,CTU,,
CTZ,http://publications.europa.eu/resource/authority/language/CTZ,false,,1950-05-09,CTZ,,
CUA,http://publications.europa.eu/resource/authority/language/CUA,false,,1950-05-09,CUA,,
CUB,http://publications.europa.eu/resource/authority/language/CUB,false,,1950-05-09,CUB,,
CUC,http://publications.europa.eu/resource/authority/language/CUC,false,,1950-05-09,CUC,,
CUG,http://publications.europa.eu/resource/authority/language/CUG,false,,1950-05-09,CUG,,
CUH,http://publications.europa.eu/resource/authority/language/CUH,false,,1950-05-09,CUH,,
CUI,http://publications.europa.eu/resource/authority/language/CUI,false,,1950-05-09,CUI,,
CUJ,http://publications.europa.eu/resource/authority/language/CUJ,false,,1950-05-09,CUJ,,
CUK,http://publications.europa.eu/resource/authority/language/CUK,false,,1950-05-09,CUK,,
CUL,http://publications.europa.eu/resource/authority/language/CUL,false,,1950-05-09,CUL,,
CUM,http://publications.europa.eu/resource/authority/language/CUM,false,,1950-05-09,CUM,,
CUO,http://publications.europa.eu/resource/authority/language/CUO,false,,1950-05-09,CUO,,
CUP,http://publications.europa.eu/resource/authority/language/CUP,false,,1950-05-09,CUP,,
CUQ,http://publications.europa.eu/resource/authority/language/CUQ,false,,1950-05-09,CUQ,,
CUR,http://publications.europa.eu/resource/authority/language/CUR,false,,1950-05-09,CUR,,
CUS,http://publications.europa.eu/resource/authority/language/CUS,false,,1950-05-09,CUS,Cushitic languages,
CUT,http://publications.europa.eu/resource/authority/language/CUT,false,,1950-05-09,CUT,,
CUU,http://publications.europa.eu/resource/authority/language/CUU,false,,1950-05-09,CUU,,
CUV,http://publications.europa.eu/resource/authority/language/CUV,false,,1950-05-09,CUV,,
CUW,http://publications.europa.eu/resource/authority/language/CUW,false,,1950-05-09,CUW,,
CUX,http://publications.europa.eu/resource/authority/language/CUX,false,,1950-05-09,CUX,,
CVG,http://publications.europa.eu/resource/authority/language/CVG,false,,1950-05-09,CVG,,
CVN,http://publications.europa.eu/resource/authority/language/CVN,false,,1950-05-09,CVN,,
CWA,http://publications.europa.eu/resource/authority/language/CWA,false,,1950-05-09,CWA,,
CWB,http://publications.europa.eu/resource/authority/language/CWB,false,,1950-05-09,CWB,,
CWD,http://publications.europa.eu/resource/authority/language/CWD,false,,1950-05-09,CWD,,
CWE,http://publications.europa.eu/resource/authority/language/CWE,false,,1950-05-09,CWE,,
CWG,http://publications.europa.eu/resource/authority/language/CWG,false,,1950-05-09,CWG,,
CWT,http://publications.europa.eu/resource/authority/language/CWT,false,,1950-05-09,CWT,,
CYA,http://publications.europa.eu/resource/authority/language/CYA,false,,1950-05-09,CYA,,
CYB,http://publications.europa.eu/resource/authority/language/CYB,false,,1950-05-09,CYB,Cayubaba,cayubaba
CYM,http://publications.europa.eu/resource/authority/language/CYM,false,,1950-05-09,CYM,Welsh,gallese
CYO,http://publications.europa.eu/resource/authority/language/CYO,false,,1950-05-09,CYO,,
CZH,http://publications.europa.eu/resource/authority/language/CZH,false,,1950-05-09,CZH,,
CZK,http://publications.europa.eu/resource/authority/language/CZK,false,,1950-05-09,CZK,,
CZN,http://publications.europa.eu/resource/authority/language/CZN,false,,1950-05-09,CZN,,
CZO,http://publications.europa.eu/resource/authority/language/CZO,false,,1950-05-09,CZO,,
CZT,http://publications.europa.eu/resource/authority/language/CZT,false,,1950-05-09,CZT,,
DAA,http://publications.europa.eu/resource/authority/language/DAA,false,,1950-05-09,DAA,,
DAC,http://publications.europa.eu/resource/authority/language/DAC,false,,1950-05-09,DAC,,
DAD,http://publications.europa.eu/resource/authority/language/DAD,false,,1950-05-09,DAD,,
DAE,http://publications.europa.eu/resource/authority/language/DAE,false,,1950-05-09,DAE,,
DAF,http://publications.europa.eu/resource/authority/language/DAF,false,,1950-05-09,DAF,,
DAG,http://publications.europa.eu/resource/authority/language/DAG,false,,1950-05-09,DAG,,
DAH,http://publications.europa.eu/resource/authority/language/DAH,false,,1950-05-09,DAH,,
DAI,http://publications.europa.eu/resource/authority/language/DAI,false,,1950-05-09,DAI,,
DAJ,http://publications.europa.eu/resource/authority/language/DAJ,false,,1950-05-09,DAJ,,
DAK,http://publications.europa.eu/resource/authority/language/DAK,false,,1950-05-09,DAK,,
DAL,http://publications.europa.eu/resource/authority/language/DAL,false,,1950-05-09,DAL,,
DAM,http://publications.europa.eu/resource/authority/language/DAM,false,,1950-05-09,DAM,,
DAN,http://publications.europa.eu/resource/authority/language/DAN,false,,1950-05-09,DAN,Danish,danese
DAO,http://publications.europa.eu/resource/authority/language/DAO,false,,1950-05-09,DAO,,
DAP,http://publications.europa.eu/resource/authority/language/DAP,false,,1950-05-09,DAP,,
DAQ,http://publications.europa.eu/resource/authority/language/DAQ,false,,1950-05-09,DAQ,,
DAR,http://publications.europa.eu/resource/authority/language/DAR,false,,1950-05-09,DAR,,
DAS,http://publications.europa.eu/resource/authority/language/DAS,false,,1950-05-09,DAS,,
DAU,http://publications.europa.eu/resource/authority/language/DAU,false,,1950-05-09,DAU,,
DAV,http://publications.europa.eu/resource/authority/language/DAV,false,,1950-05-09,DAV,,
DAW,http://publications.europa.eu/resource/authority/language/DAW,false,,1950-05-09,DAW,,
DAX,http://publications.europa.eu/resource/authority/language/DAX,false,,1950-05-09,DAX,,
DAY,http://publications.europa.eu/resource/authority/language/DAY,false,,1950-05-09,DAY,Land Dayak languages,
DAZ,http://publications.europa.eu/resource/authority/language/DAZ,false,,1950-05-09,DAZ,,
DBA,http://publications.europa.eu/resource/authority/language/DBA,false,,1950-05-09,DBA,,
DBB,http://publications.europa.eu/resource/authority/language/DBB,false,,1950-05-09,DBB,,
DBD,http://publications.europa.eu/resource/authority/language/DBD,false,,1950-05-09,DBD,,
DBE,http://publications.europa.eu/resource/authority/language/DBE,false,,1950-05-09,DBE,,
DBF,http://publications.europa.eu/resource/authority/language/DBF,false,,1950-05-09,DBF,,
DBG,http://publications.europa.eu/resource/authority/language/DBG,false,,1950-05-09,DBG,,
DBI,http://publications.europa.eu/resource/authority/language/DBI,false,,1950-05-09,DBI,,
DBJ,http://publications.europa.eu/resource/authority/language/DBJ,false,,1950-05-09,DBJ,,
DBL,http://publications.europa.eu/resource/authority/language/DBL,false,,1950-05-09,DBL,,
DBM,http://publications.europa.eu/resource/authority/language/DBM,false,,1950-05-09,DBM,,
DBN,http://publications.europa.eu/resource/authority/language/DBN,false,,1950-05-09,DBN,,
DBO,http://publications.europa.eu/resource/authority/language/DBO,false,,1950-05-09,DBO,,
DBP,http://publications.europa.eu/resource/authority/language/DBP,false,,1950-05-09,DBP,,
