# Serializing assets/vocabularies/procjur/latest/procjur.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/procjur
# title: Legal proceeding
# version: 20210616-0
# description: Legal proceeding
key,url,deprecated,valid_from,country_code,label_en,label_it
ACTION_ANNU,http://publications.europa.eu/resource/authority/procjur/ACTION_ANNU,false,1952-07-24,ACTION_ANNU,Actions for annulment,Ricorso di annullamento
ACTION_DAM,http://publications.europa.eu/resource/authority/procjur/ACTION_DAM,false,1952-07-24,ACTION_DAM,Action for damages,Ricorso per risarcimento dei danni
ACTION_DIR,http://publications.europa.eu/resource/authority/procjur/ACTION_DIR,false,1952-07-24,ACTION_DIR,Direct action,Ricorso diretto
ACTION_FAIL_ACT,http://publications.europa.eu/resource/authority/procjur/ACTION_FAIL_ACT,false,1952-07-24,ACTION_FAIL_ACT,Actions for failure to act,Ricorso per carenza
ACTION_FAIL_OBLIG,http://publications.europa.eu/resource/authority/procjur/ACTION_FAIL_OBLIG,false,1952-07-24,ACTION_FAIL_OBLIG,Action for a declaration of failure to fulfil obligations,Ricorso per inadempimento
ACTION_SANC,http://publications.europa.eu/resource/authority/procjur/ACTION_SANC,false,1952-07-24,ACTION_SANC,Appeal brought against a sanction,Ricorso contro una sanzione
ACTION_STAFF,http://publications.europa.eu/resource/authority/procjur/ACTION_STAFF,false,1952-07-24,ACTION_STAFF,Actions brought by officials,Ricorsi di dipendenti
APPEAL,http://publications.europa.eu/resource/authority/procjur/APPEAL,false,1952-07-24,APPEAL,Appeals,Impugnazione
APPEAL_INTV,http://publications.europa.eu/resource/authority/procjur/APPEAL_INTV,false,1952-07-24,APPEAL_INTV,Appeal on intervention,Impugnazione emessa in sede di intervento
APPEAL_INT_MEAS,http://publications.europa.eu/resource/authority/procjur/APPEAL_INT_MEAS,false,1952-07-24,APPEAL_INT_MEAS,Appeal on interim measures,Impugnazione di pronuncia emessa in sede di procedimento sommario
APPL_AID,http://publications.europa.eu/resource/authority/procjur/APPL_AID,false,1952-07-24,APPL_AID,Application for legal aid,Domanda di gratuito patrocinio
APPL_COST,http://publications.europa.eu/resource/authority/procjur/APPL_COST,false,1952-07-24,APPL_COST,Application as to costs,Domanda relativa alle spese
APPL_IMMUN,http://publications.europa.eu/resource/authority/procjur/APPL_IMMUN,false,1952-07-24,APPL_IMMUN,Request concerning immunities,Domanda relativa alle immunità
APPL_IMPL_IMM,http://publications.europa.eu/resource/authority/procjur/APPL_IMPL_IMM,false,1952-07-24,APPL_IMPL_IMM,Application for immediate implementation (EURATOM Treaty),Domanda di esecuzione immediata (Trattato EURATOM)
APPL_INTERP,http://publications.europa.eu/resource/authority/procjur/APPL_INTERP,false,1952-07-24,APPL_INTERP,Application for the interpretation of a judgment,Domanda di interpretazione di una sentenza
APPL_INTV,http://publications.europa.eu/resource/authority/procjur/APPL_INTV,false,1952-07-24,APPL_INTV,Application for leave to intervene,Istanza d'intervento
APPL_MEAS_INQ,http://publications.europa.eu/resource/authority/procjur/APPL_MEAS_INQ,false,1952-07-24,APPL_MEAS_INQ,Application for measures of inquiry,Domanda di misure istruttorie
APPL_RECT,http://publications.europa.eu/resource/authority/procjur/APPL_RECT,false,1952-07-24,APPL_RECT,Application for rectification of a judgment,Domanda di rettifica di una sentenza
APPL_REV,http://publications.europa.eu/resource/authority/procjur/APPL_REV,false,1952-07-24,APPL_REV,Application for revision of a judgment,Domanda di revocazione di una sentenza
APPL_SUSP_ADP,http://publications.europa.eu/resource/authority/procjur/APPL_SUSP_ADP,false,1952-07-24,APPL_SUSP_ADP,Application to suspend adoption or stay execution or application for interim measures,Domanda di sospensione dell'esecuzione o domanda di provvedimenti provvisori
APPL_SUSP_ENF,http://publications.europa.eu/resource/authority/procjur/APPL_SUSP_ENF,false,1952-07-24,APPL_SUSP_ENF,Application to suspend enforcement,Domanda di sospensione d'esecuzione forzata
CLAUSE_ARB,http://publications.europa.eu/resource/authority/procjur/CLAUSE_ARB,false,1952-07-24,CLAUSE_ARB,Arbitration clause,Clausola compromissoria
COST_ENF,http://publications.europa.eu/resource/authority/procjur/COST_ENF,false,1952-07-24,COST_ENF,Enforcement of costs,Esecuzione delle spese
COST_TAX,http://publications.europa.eu/resource/authority/procjur/COST_TAX,false,1952-07-24,COST_TAX,Taxation of costs,Liquidazione delle spese
DISS,http://publications.europa.eu/resource/authority/procjur/DISS,false,1952-07-24,DISS,Separation of cases,
GARNISHEE_ORDER,http://publications.europa.eu/resource/authority/procjur/GARNISHEE_ORDER,false,1952-07-24,GARNISHEE_ORDER,Attachment order,Pignoramento
INTERP,http://publications.europa.eu/resource/authority/procjur/INTERP,false,1952-07-24,INTERP,Interpretation,Interpretazione
JUDG_REF_BACK,http://publications.europa.eu/resource/authority/procjur/JUDG_REF_BACK,false,1952-07-24,JUDG_REF_BACK,Judgment delivered after setting aside and referral back,Sentenza pronunciata a seguito di annullamento e rinvio
